 Rainfall, Temperature, Ph, Production
1014.12326,17,5.8,1.12986
1014.12353,17,5.8,1.12988
1014.1299,17,5.8,1.13039
1014.14685,17,5.8,1.13175
1014.15654,17,5.8,1.13252
1014.16434,17,5.8,1.13315
1014.17874,17,5.8,1.1343
1014.19956,17,5.8,1.13596
1014.20506,17,5.8,1.1364
1014.21961,17,5.8,1.13757
1014.24107,17,5.8,1.13929
1014.25497,17,5.8,1.1404
1014.27469,17,5.8,1.14198
1014.2935,17,5.8,1.14348
1014.31753,17,5.8,1.1454
1014.31761,17,5.8,1.14541
1014.31771,17,5.8,1.14542
1014.31781,17,5.8,1.14543
1014.31797,17,5.8,1.14544
1014.31804,17,5.8,1.14544
1014.3182,17,5.8,1.14546
1014.32557,17,5.8,1.14605
1014.32867,17,5.8,1.14629
1014.33327,17,5.8,1.14666
1014.42308,17,5.8,1.15385
1014.43089,17,5.8,1.15447
1014.44996,17,5.8,1.156
1014.51389,17,6,1.16111
1014.51525,17,6,1.16122
1014.53694,17,6,1.16295
1014.53704,17,6,1.16296
1014.54108,17,6,1.16329
1014.5428,17,6,1.16342
1014.5476,17,6,1.16381
1014.55787,17,6,1.16463
1014.58333,17,6,1.16667
1014.6111,17,6,1.16889
1014.61422,17,6,1.16914
1014.64008,17,6,1.17121
1014.64422,17,6,1.17154
1014.67414,17,6,1.17393
1014.67742,17,6,1.17419
1014.6875,17,6,1.175
1014.77273,17,6,1.18182
1014.77273,17,6,1.18182
1014.77273,17,6,1.18182
1014.77273,17,6,1.18182
1014.78873,17,6,1.1831
1014.79492,17,6,1.18359
1014.80761,17,6,1.18461
1014.81676,17,6,1.18534
1014.86452,17,6,1.18916
1014.88339,17,6,1.19067
1014.90385,17,6,1.19231
1014.91949,17,6,1.19356
1014.92863,17,6,1.19429
1014.95424,17,6,1.19634
1014.95675,17,6,1.19654
1015,17,6,1.2
1015,17,6,1.2
1015.01585,17,6,1.20127
1015.03446,17,6,1.20276
1015.03906,17,6,1.20313
1015.05102,17,6,1.20408
1015.11697,17,6,1.20936
1015.12001,17,6,1.2096
1015.12015,17,6,1.20961
1015.17857,17,6,1.21429
1015.19103,17,6,1.21528
1015.2488,17,6,1.2199
1015.31179,17,6,1.22494
1015.33231,17,6,1.22659
1015.33233,17,6,1.22659
1015.33249,17,6,1.2266
1015.33252,17,6,1.2266
1015.33267,17,6,1.22661
1015.33284,17,6,1.22663
1015.33299,17,6,1.22664
1015.35193,17,6,1.22815
1015.38191,17,6,1.23055
1015.38462,17,6,1.23077
1015.41667,17,6,1.23333
1015.42208,17,6,1.23377
1015.42707,17,6,1.23417
1015.43783,17,6,1.23503
1015.43783,17,6,1.23503
1015.44118,17,6,1.23529
1015.44118,17,6,1.23529
1015.45741,17,6,1.23659
1015.4921,17,6,1.23937
1015.53398,17,6,1.24272
1015.56222,17,6,1.24498
1015.56553,17,6,1.24524
1015.66069,17,6,1.25285
1015.68521,17,6,1.25482
1015.68627,17,6,1.2549
1015.68627,17,6,1.2549
1015.72135,17,6,1.25771
1015.7264,17,6,1.25811
1015.72746,17,6,1.2582
1015.73741,17,6,1.25899
1015.74074,17,6,1.25926
1015.76014,17,6,1.26081
1015.77381,17,6,1.2619
1015.77778,17,6,1.26222
1015.77869,17,6,1.2623
1015.78947,17,6,1.26316
1015.80217,17,6,1.26417
1015.825,17,6,1.266
1015.82818,17,6,1.26625
1015.8806,17,6,1.27045
1015.90169,17,6,1.27214
1015.90909,17,6,1.27273
1015.94801,17,6,1.27584
1015.94968,17,6,1.27597
1015.95275,17,6,1.27622
1015.95745,17,6,1.2766
1015.9598,17,6,1.27678
1015.96854,17,6,1.27748
1015.98077,17,6,1.27846
1015.98361,17,6,1.27869
1015.98361,17,6,1.27869
1016.00494,17,6,1.2804
1016.02941,17,6,1.28235
1016.04167,17,6,1.28333
1016.06466,17,6,1.28517
1016.07143,17,6,1.28571
1016.13372,17,6,1.2907
1016.16077,17,6,1.29286
1016.17115,17,6,1.29369
1016.17647,17,6,1.29412
1016.18852,17,6,1.29508
1016.19718,17,6,1.29577
1016.24046,17,6,1.29924
1016.24369,17,6,1.2995
1016.25,17,6,1.3
1016.26984,17,6,1.30159
1016.26984,17,6,1.30159
1016.26984,17,6,1.30159
1016.27358,17,6,1.30189
1016.28714,17,6,1.30297
1016.34615,17,6,1.30769
1016.35417,17,6,1.30833
1016.36334,17,6,1.30907
1016.41434,17,6,1.31315
1016.41973,17,6,1.31358
1016.42227,17,6,1.31378
1016.42227,17,6,1.31378
1016.4454,17,6,1.31563
1016.4454,17,6,1.31563
1016.46936,17,6,1.31755
1016.47727,17,6,1.31818
1016.48734,17,6,1.31899
1016.57877,17,6,1.3263
1016.59054,17,6,1.32724
1016.66667,17,6,1.33333
1016.66667,17,6,1.33333
1016.66667,17,6,1.33333
1016.66667,17,6,1.33333
1016.66667,17,6,1.33333
1016.7284,17,6,1.33827
1016.79688,17,6,1.34375
1016.81034,17,6,1.34483
1016.82692,17,6,1.34615
1016.85766,17,6,1.34861
1016.89593,17,6,1.35167
1016.91919,17,6,1.35354
1016.99033,17,6,1.35923
1016.99037,17,6,1.35923
1016.99052,17,6,1.35924
1016.99087,17,6,1.35927
1016.99099,17,6,1.35928
1016.99105,17,6,1.35928
1016.99108,17,6,1.35929
1017.0203,17,6,1.36162
1017.04545,17,6,1.36364
1017.08333,17,6,1.36667
1017.10123,17,6,1.3681
1017.11538,17,6,1.36923
1017.13129,17,6,1.3705
1017.14084,17,6,1.37127
1017.14427,17,6,1.37154
1017.14844,17,6,1.37188
1017.14876,17,6,1.3719
1017.16549,17,6,1.37324
1017.1875,17,6,1.375
1017.1875,17,6,1.375
1017.25207,17,6,1.38017
1017.25207,17,6,1.38017
1017.2787,17,6,1.3823
1017.28269,17,6,1.38262
1017.28269,17,6,1.38262
1017.36111,17,6,1.38889
1017.37915,17,6,1.39033
1017.41671,17,6,1.39334
1017.43827,17,6,1.39506
1017.43827,17,6,1.39506
1017.43827,17,6,1.39506
1017.44186,17,6,1.39535
1017.4505,17,6,1.39604
1017.45495,17,6,1.3964
1017.45562,17,6,1.39645
1017.45608,17,6,1.39649
1017.45839,17,6,1.39667
1017.45907,17,6,1.39673
1017.46528,17,6,1.39722
1017.46575,17,6,1.39726
1017.46819,17,6,1.39746
1017.46832,17,6,1.39747
1017.46845,17,6,1.39748
1017.46862,17,6,1.39749
1017.46926,17,6,1.39754
1017.47512,17,6,1.39801
1017.47685,17,6,1.39815
1017.47725,17,6,1.39818
1017.47855,17,6,1.39828
1017.47912,17,6,1.39833
1017.48016,17,6,1.39841
1017.48214,17,6,1.39857
1017.48293,17,6,1.39863
1017.48311,17,6,1.39865
1017.48449,17,6,1.39876
1017.48496,17,6,1.3988
1017.48512,17,6,1.39881
1017.48541,17,6,1.39883
1017.48624,17,6,1.3989
1017.48688,17,6,1.39895
1017.48734,17,6,1.39899
1017.48737,17,6,1.39899
1017.48748,17,6,1.399
1017.48803,17,6,1.39904
1017.48927,17,6,1.39914
1017.48984,17,6,1.39919
1017.49218,17,6,1.39937
1017.5,17,6,1.4
1017.5,17,6,1.4
1017.5,17,6,1.4
1017.5,17,6,1.4
1017.5,17,6,1.4
1017.5,17,6,1.4
1017.5,17,6,1.4
1017.50831,17,6,1.40067
1017.51012,17,6,1.40081
1017.51238,17,6,1.40099
1017.53472,17,6,1.40278
1017.53731,17,6,1.40299
1017.59259,17,6,1.40741
1017.59259,17,6,1.40741
1017.60204,17,6,1.40816
1017.64706,17,6,1.41176
1017.69126,17,6,1.4153
1017.71632,17,6,1.41731
1017.72072,19,6,1.41766
1017.76316,19,6,1.42105
1017.78846,19,6,1.42308
1017.82955,19,6,1.42636
1017.82955,19,6,1.42636
1017.85714,19,6,1.42857
1017.86967,19,6,1.42957
1017.88404,19,6,1.43072
1017.88674,19,6,1.43094
1017.91667,19,6,1.43333
1017.91667,19,6,1.43333
1017.92688,19,6,1.43415
1017.94355,19,6,1.43548
1017.96875,19,6,1.4375
1017.96875,19,6,1.4375
1018.00391,19,6,1.44031
1018.00391,19,6,1.44031
1018.01331,19,6,1.44106
1018.03927,19,6,1.44314
1018.05556,19,6,1.44444
1018.17145,19,6,1.45372
1018.22009,19,6,1.45761
1018.2377,19,6,1.45902
1018.25201,19,6,1.46016
1018.31517,19,6,1.46521
1018.40514,19,6,1.47241
1018.42297,19,6,1.47384
1018.44628,19,6,1.4757
1018.48251,19,6,1.4786
1018.5,19,6,1.48
1018.5022,19,6,1.48018
1018.54416,19,6,1.48353
1018.59725,19,6,1.48778
1018.59834,19,6,1.48787
1018.70241,19,6,1.49619
1018.72546,19,6,1.49804
1018.75,19,6,1.5
1018.75,19,6,1.5
1018.75,19,6,1.5
1018.75,19,6,1.5
1018.75,19,6,1.5
1018.75,19,6,1.5
1018.75,19,6,1.5
1018.75,19,6,1.5
1018.75,19,6,1.5
1018.75,19,6,1.5
1018.75,19,6,1.5
1018.75,19,6,1.5
1018.7561,19,6,1.50049
1018.78169,19,6,1.50254
1018.80982,19,6,1.50479
1018.80996,19,6,1.5048
1018.80996,19,6,1.5048
1018.80999,19,6,1.5048
1018.81003,19,6,1.5048
1018.8101,19,6,1.50481
1018.81018,19,6,1.50481
1018.91667,19,6,1.51333
1018.91667,19,6,1.51333
1019.01042,19,6,1.52083
1019.01261,19,6,1.52101
1019.11526,19,6,1.52922
1019.23077,19,6,1.53846
1019.23258,19,6,1.53861
1019.24271,19,6,1.53942
1019.29348,19,6,1.54348
1019.30189,19,6,1.54415
1019.31055,19,6,1.54484
1019.31818,19,6,1.54545
1019.36047,19,6,1.54884
1019.41219,19,6,1.55298
1019.59459,19,6,1.56757
1019.63415,19,6,1.57073
1019.74234,19,6,1.57939
1019.79167,19,6,1.58333
1019.80769,19,6,1.58462
1019.83782,19,6,1.58703
1019.84816,19,6,1.58785
1019.89437,19,6,1.59155
1019.9362,19,6,1.5949
1019.97012,19,6,1.59761
1020,19,6,1.6
1020.03968,19,6,1.60317
1020.03981,19,6,1.60318
1020.08272,19,6,1.60662
1020.09331,19,6,1.60746
1020.13889,19,6,1.61111
1020.14279,19,6,1.61142
1020.14411,19,6,1.61153
1020.17778,19,6,1.61422
1020.19231,19,6,1.61538
1020.21277,19,6,1.61702
1020.32374,19,6,1.6259
1020.34439,19,6,1.62755
1020.34439,19,6,1.62755
1020.44785,19,6,1.63583
1020.48529,19,6,1.63882
1020.48529,19,6,1.63882
1020.53962,19,6,1.64317
1020.54426,19,6,1.64354
1020.625,19,6,1.65
1020.6306,19,6,1.65045
1020.6467,19,6,1.65174
1020.65157,19,6,1.65213
1020.65523,19,6,1.65242
1020.69754,19,6,1.6558
1020.74558,19,6,1.65965
1020.76159,19,6,1.66093
1020.77453,19,6,1.66196
1020.81378,19,6,1.6651
1020.9144,19,6,1.67315
1020.92984,19,6,1.67439
1020.96774,19,6,1.67742
1021.12121,19,6,1.6897
1021.125,19,6,1.69
1021.16071,19,6,1.69286
1021.2037,19,6,1.6963
1021.23591,19,6,1.69887
1021.31886,19,6,1.70551
1021.42857,19,6,1.71429
1021.46213,19,6,1.71697
1021.58508,19,6,1.72681
1021.59533,19,6,1.72763
1021.66667,19,6,1.73333
1021.66667,19,6,1.73333
1021.67367,19,6,1.73389
1021.67367,19,6,1.73389
1021.73913,19,6,1.73913
1021.78439,19,6,1.74275
1021.875,19,6,1.75
1021.875,19,6,1.75
1021.87589,19,6,1.75007
1021.91247,19,6,1.753
1021.91358,19,6,1.75309
1022.08719,19,6,1.76698
1022.14286,19,6,1.77143
1022.29854,19,6,1.78388
1022.29873,19,6,1.7839
1022.29899,19,6,1.78392
1022.29951,19,6,1.78396
1022.29959,19,6,1.78397
1022.29961,19,6,1.78397
1022.2997,19,6,1.78398
1022.29978,19,6,1.78398
1022.29993,19,6,1.78399
1022.29994,19,6,1.784
1022.29995,19,6,1.784
1022.30016,19,6,1.78401
1022.30026,19,6,1.78402
1022.32143,19,6,1.78571
1022.32143,19,6,1.78571
1022.35417,19,6,1.78833
1022.41228,19,6,1.79298
1022.5,19,6,1.8
1022.5,19,6,1.8
1022.5,19,6,1.8
1022.5515,19,6,1.80412
1022.55859,19,6,1.80469
1022.59615,21,6,1.80769
1022.6796,21,6,1.81437
1022.68519,21,6,1.81481
1022.73262,21,6,1.81861
1022.81931,21,6,1.82555
1022.9067,21,6,1.83254
1022.9067,21,6,1.83254
1022.95918,21,6,1.83673
1022.95994,21,6,1.8368
1023.03719,21,6,1.84298
1023.07163,21,6,1.84573
1023.10393,21,6,1.84831
1023.12992,21,6,1.85039
1023.19615,21,6,1.85569
1023.22592,21,6,1.85807
1023.29812,21,6,1.86385
1023.32186,21,6,1.86575
1023.35223,21,6,1.86818
1023.37151,21,6,1.86972
1023.40738,21,6,1.87259
1023.4375,21,6,1.875
1023.47366,21,6,1.87789
1023.52941,21,6,1.88235
1023.65088,21,6,1.89207
1023.67206,21,6,1.89376
1023.73596,21,6,1.89888
1023.73596,21,6,1.89888
1023.73596,21,6,1.89888
1023.77831,21,6,1.90226
1023.89706,21,6,1.91176
1023.90936,21,6,1.91275
1024.03846,21,6,1.92308
1024.03846,21,6,1.92308
1024.126,21,6,1.93008
1024.13701,21,6,1.93096
1024.20578,21,6,1.93646
1024.28909,21,6,1.94313
1024.37939,21,6,1.95035
1024.38578,21,6,1.95086
1024.39024,21,6,1.95122
1024.39271,21,6,1.95142
1024.39951,21,6,1.95196
1024.43182,21,6,1.95455
1024.5,21,6,1.96
1024.51835,21,6,1.96147
1024.54637,21,6,1.96371
1024.5643,21,6,1.96514
1024.67105,21,6,1.97368
1024.72222,21,6,1.97778
1024.86962,21,6,1.98957
1024.87179,21,6,1.98974
1024.8862,21,6,1.9909
1024.99753,21,6,1.9998
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025,21,6,2
1025.00791,21,6,2.00063
1025.03921,21,6,2.00314
1025.04714,21,6,2.00377
1025.04771,21,6,2.00382
1025.07036,21,6,2.00563
1025.08197,21,6,2.00656
1025.16657,21,6,2.01333
1025.2425,21,6,2.0194
1025.30329,21,6,2.02426
1025.32328,21,6,2.02586
1025.35773,21,6,2.02862
1025.42247,21,6,2.0338
1025.49304,21,6,2.03944
1025.65205,21,6,2.05216
1025.69185,21,6,2.05535
1025.78644,21,6,2.06292
1025.91699,21,6,2.07336
1025.91699,21,6,2.07336
1025.96491,21,6,2.07719
1026.04167,21,6,2.08333
1026.0978,21,6,2.08782
1026.20192,21,6,2.09615
1026.34615,21,6,2.10769
1026.38889,21,6,2.11111
1026.4751,21,6,2.11801
1026.5625,21,6,2.125
1026.57374,21,6,2.1259
1026.6129,21,6,2.12903
1026.63934,21,6,2.13115
1026.66667,21,6,2.13333
1026.89274,21,6,2.15142
1026.95313,21,6,2.15625
1026.9613,21,6,2.1569
1027.08333,21,6,2.16667
1027.19836,21,6,2.17587
1027.21088,21,6,2.17687
1027.38971,21,6,2.19118
1027.5,21,6,2.2
1027.5,21,6,2.2
1027.5,21,6,2.2
1027.58856,21,6,2.20708
1027.82191,21,6,2.22575
1027.82743,21,6,2.22619
1028.04164,21,6,2.24333
1028.157,25,6,2.25256
1028.37387,25,6,2.26991
1028.4653,25,6,2.27722
1028.6385,25,6,2.29108
1029.12125,25,6,2.3297
1029.31034,25,6,2.34483
1029.58501,25,6,2.3668
1029.6663,25,6,2.3733
1029.86891,25,6,2.38951
1029.9,25,6,2.392
1029.99454,25,6,2.39956
1030,25,6,2.4
1030,25,6,2.4
1030.02577,25,6,2.40206
1030.35014,25,6,2.42801
1030.35714,25,6,2.42857
1030.58511,25,6,2.44681
1030.65476,25,6,2.45238
1031.25,25,6,2.5
1031.25,25,6,2.5
1031.25,25,6,2.5
1031.35761,25,6,2.50861
1031.58967,25,6,2.52717
1031.63462,25,6,2.53077
1031.97674,25,6,2.55814
1032.01389,25,6,2.56111
1032.43607,25,6,2.59489
1032.45366,25,6,2.59629
1032.7911,25,6,2.62329
1033.27854,25,6,2.66228
1033.27854,25,6,2.66228
1033.59375,25,6,2.6875
1034.21887,25,6,2.73751
1034.28771,25,6.2,2.74302
1034.28771,25,6.2,2.74302
1034.30177,25,6.2,2.74414
1034.375,25,6.2,2.75
1034.375,25,6.2,2.75
1034.44522,25,6.2,2.75562
1034.52381,25,6.2,2.7619
1034.58904,25,6.2,2.76712
1035.22727,25,6.2,2.81818
1035.41667,25,6.2,2.83333
1035.41667,25,6.2,2.83333
1035.90135,25,6.2,2.87211
1036.084,25,6.2,2.88672
1036.08696,25,6.2,2.88696
1036.11111,25,6.2,2.88889
1036.15196,25,6.2,2.89216
1036.17695,25,6.2,2.89416
1036.21575,25,6.2,2.89726
1036.22685,25,6.2,2.89815
1036.25,25,6.2,2.9
1036.51941,25,6.2,2.92155
1036.88525,25,6.2,2.95082
1036.91038,25,6.2,2.95283
1036.91406,25,6.2,2.95313
1036.95571,25,6.2,2.95646
1037.03704,25,6.2,2.96296
1037.5,25,6.2,3
1037.5,25,6.2,3
1037.5,25,6.2,3
1037.75964,25,6.2,3.02077
1038.19444,25,6.2,3.05556
1038.95202,25,6.2,3.11616
1040.27778,25,6.2,3.22222
1041.38418,25,6.2,3.31073
1041.69776,25,6.2,3.33582
1043.1592,25,6.2,3.45274
1043.82184,25,6.2,3.50575
1043.83919,25,6.2,3.50714
1043.83993,25,6.2,3.50719
1043.84381,25,6.2,3.5075
1043.84441,25,6.2,3.50755
1043.84581,25,6.2,3.50766
1043.84658,25,6.2,3.50773
1043.84858,25,6.2,3.50789
1043.84858,25,6.2,3.50789
1043.85048,25,6.2,3.50804
1045.39347,25,6.2,3.63148
1049.28483,25,6.2,3.94279
1053.80901,25,6.2,4.30472
1054.49695,25,6.2,4.35976
1058.18528,25,6.2,4.65482
1058.50851,25,6.2,4.68068
1058.50873,25,6.2,4.6807
1058.50878,25,6.2,4.6807
1058.50878,25,6.2,4.6807
1058.50891,25,6.2,4.68071
1058.50902,25,6.2,4.68072
1058.5091,25,6.2,4.68073
1058.50921,25,6.2,4.68074
1058.50937,25,6.2,4.68075
1058.50937,25,6.2,4.68075
1060.32609,25,6.2,4.82609
1062.1875,25,6.2,4.975
1062.5,25,6.2,5
1062.78571,25,6.2,5.02286
1064.09674,25,6.2,5.12774
1065.15432,25,6.2,5.21235
1065.15442,25,6.2,5.21235
1066.57753,25,6.2,5.3262
1066.9361,25,6.2,5.35489
1066.93614,25,6.2,5.35489
1066.93621,25,6.2,5.3549
1066.93735,25,6.2,5.35499
1066.93906,25,6.2,5.35512
1067.01051,25,6.2,5.36084
1067.01075,25,6.2,5.36086
1068.68132,25,6.2,5.49451
1069.3306,27,6.2,5.54645
1070.69812,27,6.2,5.65585
1070.69824,27,6.2,5.65586
1070.69827,27,6.2,5.65586
1070.69832,27,6.2,5.65587
1070.69878,27,6.2,5.6559
1071.875,27,6.2,5.75
1075.45775,27,6.2,6.03662
1075.99471,27,6.2,6.07958
1075.99489,27,6.2,6.07959
1075.99494,27,6.2,6.0796
1075.99511,27,6.2,6.07961
1075.99529,27,6.2,6.07962
1079.16667,27,6.2,6.33333
1079.16667,27,6.2,6.33333
1079.16667,27,6.2,6.33333
1079.16667,27,6.2,6.33333
1080.35714,27,6.2,6.42857
1080.35714,27,6.2,6.42857
1080.35714,27,6.2,6.42857
1080.55556,27,6.2,6.44444
1080.98145,27,6.2,6.47852
1080.98178,27,6.2,6.47854
1080.98209,27,6.2,6.47857
1080.98222,27,6.2,6.47858
1080.98229,27,6.2,6.47858
1083.33333,27,6.2,6.66667
1083.78378,27,6.2,6.7027
1083.82353,27,6.2,6.70588
1083.83621,27,6.2,6.7069
1083.87097,27,6.2,6.70968
1083.87097,27,6.2,6.70968
1083.92857,27,6.2,6.71429
1084.16667,27,6.2,6.73333
1084.16667,27,6.2,6.73333
1084.16667,27,6.2,6.73333
1084.16971,27,6.2,6.73358
1084.17077,27,6.2,6.73366
1084.17427,27,6.2,6.73394
1084.1766,27,6.2,6.73413
1084.17669,27,6.2,6.73413
1084.17969,27,6.2,6.73438
1084.18027,27,6.2,6.73442
1084.18038,27,6.2,6.73443
1084.18182,27,6.2,6.73455
1084.18348,27,6.2,6.73468
1084.18367,27,6.2,6.73469
1084.18414,27,6.2,6.73473
1084.18454,27,6.2,6.73476
1084.18565,27,6.2,6.73485
1084.1858,27,6.2,6.73486
1084.18664,27,6.2,6.73493
1084.18779,27,6.2,6.73502
1084.18836,27,6.2,6.73507
1084.1889,27,6.2,6.73511
1084.19061,27,6.2,6.73525
1084.19197,27,6.2,6.73536
1084.19223,27,6.2,6.73538
1084.19355,27,6.2,6.73548
1084.1958,27,6.2,6.73566
1084.20245,27,6.2,6.7362
1084.20635,27,6.2,6.73651
1084.25926,27,6.2,6.74074
1084.25926,27,6.2,6.74074
1084.34685,27,6.2,6.74775
1084.72222,27,6.2,6.77778
1087.5,27,6.2,7
1089.42162,27,6.2,7.15373
1089.42167,27,6.2,7.15373
1089.42182,27,6.2,7.15375
1089.4219,27,6.2,7.15375
1089.42191,27,6.2,7.15375
1089.84249,27,6.2,7.1874
1090.15061,27,6.2,7.21205
1090.15318,27,6.2,7.21225
1091.38919,27,6.2,7.31113
1091.38945,27,6.2,7.31116
1093.49305,27,6.2,7.47944
1097.32869,27,6.2,7.7863
1097.32879,27,6.2,7.7863
1097.70148,27,6.2,7.81612
1098.44277,27,6.2,7.87542
1100,27,6.2,8
1100,27,6.2,8
1100.28409,27,6.2,8.02273
1100.31447,27,6.2,8.02516
1100.31979,27,6.2,8.02558
1100.32377,27,6.2,8.0259
1100.32389,27,6.2,8.02591
1100.32424,27,6.2,8.02594
1100.32514,27,6.2,8.02601
1100.32564,27,6.2,8.02605
1100.32609,27,6.2,8.02609
1100.32702,27,6.2,8.02616
1100.32744,27,6.2,8.0262
1100.33886,27,6.2,8.02711
1101.21571,27,6.2,8.09726
1101.22752,27,6.2,8.0982
1101.22762,27,6.2,8.09821
1101.22785,27,6.2,8.09823
1101.22801,27,6.2,8.09824
1101.22893,27,6.2,8.09831
1101.23065,27,6.2,8.09845
1101.23112,27,6.2,8.09849
1101.2316,27,6.2,8.09853
1101.24247,27,6.2,8.0994
1101.25786,27,6.2,8.10063
1101.27315,27,6.2,8.10185
1101.5625,27,6.2,8.125
1102.77451,27,6.3,8.22196
1104.62937,27,6.4,8.37035
1104.6299,27,6.5,8.37039
1104.62995,27,6,8.3704
1104.63024,27,6,8.37042
1104.63046,29,6,8.37044
1104.63052,29,6,8.37044
1104.63055,29,6,8.37044
1104.63058,29,6,8.37045
1104.63061,29,6,8.37045
1104.63098,29,6,8.37048
1107.29124,29,6,8.5833
1111.87013,29,6,8.94961
1112.5,29,6.3,9
1115,29,6.3,9.2
1115.625,29,6.3,9.25
1115.625,29,6.3,9.25
1115.63853,29,6.3,9.25108
1115.65282,29,6.3,9.25223
1115.65471,29,6.3,9.25238
1115.65649,29,6.3,9.25252
1115.65684,29,6.3,9.25255
1115.65944,29,6.3,9.25275
1115.65997,29,6.3,9.2528
1115.66667,29,6.3,9.25333
1116.07143,29,5.8,9.28571
1116.07143,29,5.8,9.28571
1120.09954,29,5.8,9.60796
1123.74992,29,5.8,9.89999
1133.33333,29,5.8,10.66667
1135.15013,31,5.8,10.81201
1135.15625,31,5.8,10.8125
1135.15823,31,5.8,10.81266
1135.15923,33,5.8,10.81274
1135.15999,33,5.8,10.8128
1135.16058,33,5.8,10.81285
1135.16076,35,5.8,10.81286
1135.16094,35,5.8,10.81288
1135.16364,35,5.8,10.81309
1135.16566,35,5.8,10.81325
1135.16609,37,5.8,10.81329
1135.17736,37,5.8,10.81419
1135.19417,37,5.8,10.81553
1137.5,37,5.8,11
1137.5,39,5.8,11
1138.75,39,5.8,11.1
1138.97059,39,5.8,11.11765
1144.65881,35,5.8,11.1276
1144.7931,35,5.8,11.13793
